ensembl_gene_id,Symbol,entrezgene_id,baseMean,logFC,lfcSE,stat,pvalue,FDR,description,gene_biotype,chromosome_name
ENSMUSG00000041120,Nbl1,17965,3133.079406,0.53059715,0.191976527,2.763864713,0.005712122,0.018552848,"NBL1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:104591]",protein_coding,4
ENSMUSG00000023075,Akirin1,68050,1406.603264,0.530389579,0.118636396,4.470715523,7.80E-06,5.09E-05,akirin 1 [Source:MGI Symbol;Acc:MGI:1915300],protein_coding,4
ENSMUSG00000029622,Arpc1b,11867,10848.73317,0.530224184,0.085970456,6.167516237,6.94E-10,8.84E-09,"actin related protein 2/3 complex, subunit 1B [Source:MGI Symbol;Acc:MGI:1343142]",protein_coding,5
ENSMUSG00000051335,Gfod1,328232,1320.002103,0.53016226,0.131313721,4.037371393,5.41E-05,0.000297788,glucose-fructose oxidoreductase domain containing 1 [Source:MGI Symbol;Acc:MGI:2145304],protein_coding,13
ENSMUSG00000021701,Plk2,20620,3409.395672,0.529584901,0.168738983,3.138485785,0.001698232,0.006455423,polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790],protein_coding,13
ENSMUSG00000028577,Plaa,18786,3368.263619,0.529193803,0.115393525,4.585992172,4.52E-06,3.13E-05,"phospholipase A2, activating protein [Source:MGI Symbol;Acc:MGI:104810]",protein_coding,4
ENSMUSG00000049751,Rpl36al,66483,1850.331597,0.52871407,0.103053446,5.130484136,2.89E-07,2.46E-06,ribosomal protein L36A-like [Source:MGI Symbol;Acc:MGI:1913733],protein_coding,12
ENSMUSG00000008318,Relt,320100,328.7121901,0.528440495,0.203591515,2.595591945,0.009442813,0.028221982,RELT tumor necrosis factor receptor [Source:MGI Symbol;Acc:MGI:2443373],protein_coding,7
ENSMUSG00000025935,Tram1,72265,5358.956731,0.527815452,0.088232093,5.982125466,2.20E-09,2.61E-08,translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515],protein_coding,1
ENSMUSG00000028647,Mycbp,56309,227.4645321,0.527382339,0.220722107,2.389349877,0.01687822,0.045900863,MYC binding protein [Source:MGI Symbol;Acc:MGI:1891750],protein_coding,4
ENSMUSG00000020570,Sypl,19027,1991.886605,0.527318284,0.100279181,5.258502119,1.45E-07,1.31E-06,synaptophysin-like protein [Source:MGI Symbol;Acc:MGI:108081],protein_coding,12
ENSMUSG00000026155,Smap1,98366,1541.785432,0.527169341,0.107165898,4.919189321,8.69E-07,6.83E-06,small ArfGAP 1 [Source:MGI Symbol;Acc:MGI:2138261],protein_coding,1
ENSMUSG00000055239,Kcmf1,74287,2126.772069,0.526906289,0.112173943,4.697225352,2.64E-06,1.91E-05,potassium channel modulatory factor 1 [Source:MGI Symbol;Acc:MGI:1921537],protein_coding,6
ENSMUSG00000062373,Tmem65,74868,2844.44046,0.52650654,0.102415861,5.140869146,2.73E-07,2.34E-06,transmembrane protein 65 [Source:MGI Symbol;Acc:MGI:1922118],protein_coding,15
ENSMUSG00000047649,Cd3eap,70333,732.1123859,0.526357485,0.16373301,3.214730394,0.001305671,0.005126383,"CD3E antigen, epsilon polypeptide associated protein [Source:MGI Symbol;Acc:MGI:1917583]",protein_coding,7
ENSMUSG00000034575,Tent4a,210106,2023.197331,0.52493647,0.095855393,5.476337332,4.34E-08,4.20E-07,terminal nucleotidyltransferase 4A [Source:MGI Symbol;Acc:MGI:2682295],protein_coding,13
ENSMUSG00000063694,Cycs,13063,1056.617417,0.523646629,0.16952682,3.088871897,0.002009181,0.00747871,"cytochrome c, somatic [Source:MGI Symbol;Acc:MGI:88578]",protein_coding,6
ENSMUSG00000040725,Hnrnpul1,232989,6800.310843,0.523133418,0.076684876,6.8218591,8.99E-12,1.42E-10,heterogeneous nuclear ribonucleoprotein U-like 1 [Source:MGI Symbol;Acc:MGI:2443517],protein_coding,7
ENSMUSG00000050565,Tor1aip2,240832,6519.274078,0.521086633,0.075940206,6.861801699,6.80E-12,1.09E-10,torsin A interacting protein 2 [Source:MGI Symbol;Acc:MGI:3582695],protein_coding,1
ENSMUSG00000015501,Hivep2,15273,1552.063972,0.521011056,0.130960928,3.97837023,6.94E-05,0.000374036,human immunodeficiency virus type I enhancer binding protein 2 [Source:MGI Symbol;Acc:MGI:1338076],protein_coding,10
ENSMUSG00000031924,Cyb5b,66427,8099.552774,0.520831153,0.095454234,5.456344139,4.86E-08,4.67E-07,cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677],protein_coding,8
ENSMUSG00000090841,Myl6,17904,12167.91563,0.520795154,0.089341522,5.829262133,5.57E-09,6.25E-08,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle [Source:MGI Symbol;Acc:MGI:109318]",protein_coding,10
ENSMUSG00000028843,Sh3bgrl3,73723,1750.877783,0.520701308,0.118726598,4.3857174,1.16E-05,7.31E-05,SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973],protein_coding,4
ENSMUSG00000026456,Cyb5r1,72017,2196.911061,0.520473104,0.106000536,4.910098784,9.10E-07,7.13E-06,cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267],protein_coding,1
ENSMUSG00000042506,Usp22,216825,2902.474691,0.519593136,0.090829144,5.720555218,1.06E-08,1.13E-07,ubiquitin specific peptidase 22 [Source:MGI Symbol;Acc:MGI:2144157],protein_coding,11
ENSMUSG00000026499,Acbd3,170760,2743.327425,0.519222816,0.096105282,5.402645969,6.57E-08,6.20E-07,acyl-Coenzyme A binding domain containing 3 [Source:MGI Symbol;Acc:MGI:2181074],protein_coding,1
ENSMUSG00000038495,Otud7b,229603,3502.679011,0.519032016,0.08680343,5.979395219,2.24E-09,2.65E-08,OTU domain containing 7B [Source:MGI Symbol;Acc:MGI:2654703],protein_coding,3
ENSMUSG00000009681,Bcr,110279,1936.777089,0.51857717,0.102421818,5.063151378,4.12E-07,3.43E-06,BCR activator of RhoGEF and GTPase [Source:MGI Symbol;Acc:MGI:88141],protein_coding,10
ENSMUSG00000068015,Lrch1,380916,445.737635,0.518209859,0.169490161,3.057462777,0.002232194,0.008189241,leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:MGI Symbol;Acc:MGI:2443390],protein_coding,14
ENSMUSG00000089832,Shkbp1,192192,529.8312694,0.518039049,0.156712153,3.305672476,0.000947488,0.003861916,Sh3kbp1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2385803],protein_coding,7
ENSMUSG00000030615,Tmem126a,66271,715.4258393,0.517691277,0.15995698,3.23644067,0.001210304,0.004794554,transmembrane protein 126A [Source:MGI Symbol;Acc:MGI:1913521],protein_coding,7
ENSMUSG00000021178,Psmc1,19179,2696.684116,0.517552057,0.095258653,5.433123807,5.54E-08,5.27E-07,"protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]",protein_coding,12
ENSMUSG00000031634,Ufsp2,192169,1072.851145,0.516952142,0.111729356,4.626824684,3.71E-06,2.61E-05,UFM1-specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1913679],protein_coding,8
ENSMUSG00000010936,Vac14,234729,2426.768364,0.516823005,0.139611429,3.701867458,0.000214018,0.001033824,Vac14 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2157980],protein_coding,8
ENSMUSG00000030403,Vasp,22323,2380.586298,0.516741849,0.099295976,5.204056302,1.95E-07,1.71E-06,vasodilator-stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:109268],protein_coding,7
ENSMUSG00000001403,Ube2c,68612,1948.722826,0.516299599,0.12625409,4.089369291,4.33E-05,0.000243457,ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862],protein_coding,2
ENSMUSG00000015759,Cnih1,12793,1936.734107,0.515826704,0.108677784,4.74638591,2.07E-06,1.52E-05,cornichon family AMPA receptor auxiliary protein 1 [Source:MGI Symbol;Acc:MGI:1277202],protein_coding,14
ENSMUSG00000021957,Tkt,21881,4124.363399,0.514791677,0.090322487,5.699485166,1.20E-08,1.27E-07,transketolase [Source:MGI Symbol;Acc:MGI:105992],protein_coding,14
ENSMUSG00000020088,Sar1a,20224,6694.924676,0.514704576,0.079548271,6.470342733,9.78E-11,1.37E-09,secretion associated Ras related GTPase 1A [Source:MGI Symbol;Acc:MGI:98230],protein_coding,10
ENSMUSG00000069808,Fam57a,116972,412.2088168,0.514674451,0.168506932,3.054322126,0.002255697,0.008259466,"family with sequence similarity 57, member A [Source:MGI Symbol;Acc:MGI:2151840]",protein_coding,11
ENSMUSG00000095567,Noc2l,57741,3242.481818,0.514003079,0.12955404,3.967480116,7.26E-05,0.000389639,NOC2 like nucleolar associated transcriptional repressor [Source:MGI Symbol;Acc:MGI:1931051],protein_coding,4
ENSMUSG00000007476,Lrrc8a,241296,1705.279693,0.51392075,0.111222654,4.620648163,3.83E-06,2.68E-05,leucine rich repeat containing 8A VRAC subunit A [Source:MGI Symbol;Acc:MGI:2652847],protein_coding,2
ENSMUSG00000027661,Slc2a10,170441,333.2859058,0.51382908,0.209908028,2.447877216,0.014370062,0.040210084,"solute carrier family 2 (facilitated glucose transporter), member 10 [Source:MGI Symbol;Acc:MGI:2156687]",protein_coding,2
ENSMUSG00000027940,Tpm3,59069,11652.30656,0.513713622,0.096467324,5.325260397,1.01E-07,9.28E-07,"tropomyosin 3, gamma [Source:MGI Symbol;Acc:MGI:1890149]",protein_coding,3
ENSMUSG00000037894,H2az1,51788,12099.52419,0.51333575,0.1043744,4.918215108,8.73E-07,6.86E-06,H2A.Z variant histone 1 [Source:MGI Symbol;Acc:MGI:1888388],protein_coding,3
ENSMUSG00000053560,Ier2,15936,1427.804822,0.513301827,0.182853409,2.807176696,0.004997782,0.016544855,immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815],protein_coding,8
ENSMUSG00000025762,Larp1b,214048,656.1280431,0.513065703,0.158692967,3.233071465,0.001224669,0.004841333,"La ribonucleoprotein domain family, member 1B [Source:MGI Symbol;Acc:MGI:1914604]",protein_coding,3
ENSMUSG00000040407,Akap9,100986,2089.516915,0.513051794,0.111898991,4.584954624,4.54E-06,3.14E-05,A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217],protein_coding,5
ENSMUSG00000056608,Chd9,109151,3397.061654,0.512043894,0.09795878,5.22713628,1.72E-07,1.53E-06,chromodomain helicase DNA binding protein 9 [Source:MGI Symbol;Acc:MGI:1924001],protein_coding,8
ENSMUSG00000036087,Slain2,75991,2658.828868,0.511913974,0.104412333,4.902811394,9.45E-07,7.37E-06,"SLAIN motif family, member 2 [Source:MGI Symbol;Acc:MGI:1923241]",protein_coding,5
ENSMUSG00000008859,Rala,56044,1610.96891,0.511756176,0.110580421,4.627909448,3.69E-06,2.60E-05,v-ral simian leukemia viral oncogene A (ras related) [Source:MGI Symbol;Acc:MGI:1927243],protein_coding,13
ENSMUSG00000031266,Gla,11605,1654.59228,0.511598597,0.194145782,2.635125992,0.008410606,0.025592879,"galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]",protein_coding,X
ENSMUSG00000032540,Abhd5,67469,1143.690866,0.510682271,0.136188147,3.749829054,0.000176955,0.000871624,abhydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:1914719],protein_coding,9
ENSMUSG00000079470,Utp14b,195434,1304.204999,0.510560531,0.128499079,3.973262174,7.09E-05,0.000381222,UTP14B small subunit processome component [Source:MGI Symbol;Acc:MGI:2445092],protein_coding,1
ENSMUSG00000055322,Tns1,21961,4790.998817,0.510442407,0.128873286,3.960808515,7.47E-05,0.000398913,tensin 1 [Source:MGI Symbol;Acc:MGI:104552],protein_coding,1
ENSMUSG00000042208,0610010F05Rik,71675,1336.233711,0.510376176,0.123311227,4.138927066,3.49E-05,0.000200048,RIKEN cDNA 0610010F05 gene [Source:MGI Symbol;Acc:MGI:1918925],protein_coding,11
ENSMUSG00000029722,Agfg2,231801,1146.430202,0.51033281,0.117798274,4.332260497,1.48E-05,9.16E-05,ArfGAP with FG repeats 2 [Source:MGI Symbol;Acc:MGI:2443267],protein_coding,5
ENSMUSG00000025139,Tollip,54473,2158.596611,0.510324797,0.12555572,4.064528465,4.81E-05,0.000268614,toll interacting protein [Source:MGI Symbol;Acc:MGI:1891808],protein_coding,7
ENSMUSG00000030058,Copg1,54161,8953.906956,0.509462845,0.077585037,6.566509031,5.15E-11,7.53E-10,"coatomer protein complex, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:1858696]",protein_coding,6
ENSMUSG00000022322,Shcbp1,20419,1504.70108,0.509423353,0.126335057,4.032319825,5.52E-05,0.000303507,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802],protein_coding,8
ENSMUSG00000052102,Gnpda1,26384,2292.403234,0.509326523,0.155665919,3.271920568,0.001068196,0.004285392,glucosamine-6-phosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:1347054],protein_coding,18
ENSMUSG00000029516,Cit,12704,1523.267002,0.508951927,0.140667663,3.618116025,0.000296755,0.001384058,citron [Source:MGI Symbol;Acc:MGI:105313],protein_coding,5
ENSMUSG00000024940,Ltbp3,16998,11946.85291,0.508618554,0.093265916,5.453423686,4.94E-08,4.74E-07,latent transforming growth factor beta binding protein 3 [Source:MGI Symbol;Acc:MGI:1101355],protein_coding,19
ENSMUSG00000037896,Rcor1,217864,3092.338877,0.508470828,0.086772998,5.859781756,4.63E-09,5.28E-08,REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340],protein_coding,12
ENSMUSG00000040021,Lats1,16798,3114.309337,0.508161012,0.141171022,3.599612764,0.000318691,0.001476496,large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883],protein_coding,10
ENSMUSG00000034994,Eef2,13629,58145.17568,0.50794349,0.095010568,5.346178868,8.98E-08,8.31E-07,eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288],protein_coding,10
ENSMUSG00000035365,Parpbp,75317,588.3571053,0.507736807,0.171972289,2.952433844,0.003152796,0.011090848,PARP1 binding protein [Source:MGI Symbol;Acc:MGI:1922567],protein_coding,10
ENSMUSG00000002846,Timmdc1,76916,534.9898616,0.507557423,0.166845368,3.042082789,0.002349473,0.008574411,translocase of inner mitochondrial membrane domain containing 1 [Source:MGI Symbol;Acc:MGI:1922139],protein_coding,16
ENSMUSG00000007617,Homer1,26556,749.8144645,0.506974901,0.139669056,3.629829796,0.000283608,0.001330229,homer scaffolding protein 1 [Source:MGI Symbol;Acc:MGI:1347345],protein_coding,13
ENSMUSG00000028873,Cdca8,52276,1637.59031,0.506908018,0.113706949,4.458021442,8.27E-06,5.37E-05,cell division cycle associated 8 [Source:MGI Symbol;Acc:MGI:1196274],protein_coding,4
ENSMUSG00000030616,Sytl2,83671,980.7863832,0.506575659,0.123804565,4.091736518,4.28E-05,0.000241292,synaptotagmin-like 2 [Source:MGI Symbol;Acc:MGI:1933366],protein_coding,7
ENSMUSG00000020808,Pimreg,109212,1236.687017,0.506391871,0.128474313,3.941580677,8.09E-05,0.000429866,PICALM interacting mitotic regulator [Source:MGI Symbol;Acc:MGI:1924434],protein_coding,11
ENSMUSG00000066036,Ubr4,69116,8670.8643,0.506164179,0.140784864,3.595302543,0.000324015,0.001499063,ubiquitin protein ligase E3 component n-recognin 4 [Source:MGI Symbol;Acc:MGI:1916366],protein_coding,4
ENSMUSG00000038175,Mylip,218203,1279.711141,0.506029879,0.142354545,3.554715295,0.000378389,0.001721778,myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271],protein_coding,13
ENSMUSG00000030805,Stx4a,20909,1323.848377,0.505981196,0.109377195,4.626020936,3.73E-06,2.62E-05,syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577],protein_coding,7
ENSMUSG00000020124,Usp15,14479,2163.666568,0.505184193,0.10908868,4.630949731,3.64E-06,2.56E-05,ubiquitin specific peptidase 15 [Source:MGI Symbol;Acc:MGI:101857],protein_coding,10
ENSMUSG00000019820,Utrn,22288,6231.440574,0.505045515,0.131426146,3.842808524,0.000121634,0.000621057,utrophin [Source:MGI Symbol;Acc:MGI:104631],protein_coding,10
ENSMUSG00000028300,C9orf72,73205,416.694073,0.504855149,0.161118357,3.133442768,0.001727686,0.006561742,"C9orf72, member of C9orf72-SMCR8 complex [Source:MGI Symbol;Acc:MGI:1920455]",protein_coding,4
ENSMUSG00000016487,Ppfibp1,67533,8537.236462,0.504847605,0.079021393,6.388745934,1.67E-10,2.29E-09,"PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]",protein_coding,6
ENSMUSG00000093674,Rpl41,67945,12824.71675,0.503176896,0.129193094,3.894766198,9.83E-05,0.000511535,ribosomal protein L41 [Source:MGI Symbol;Acc:MGI:1915195],protein_coding,10
ENSMUSG00000034675,Dbn1,56320,3908.597142,0.502837893,0.098594818,5.100043807,3.40E-07,2.86E-06,drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838],protein_coding,13
ENSMUSG00000034024,Cct2,12461,8021.775529,0.50245446,0.094408884,5.322109953,1.03E-07,9.43E-07,"chaperonin containing Tcp1, subunit 2 (beta) [Source:MGI Symbol;Acc:MGI:107186]",protein_coding,10
ENSMUSG00000037149,Ddx1,104721,3423.427881,0.501798107,0.101747055,4.931819449,8.15E-07,6.45E-06,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1 [Source:MGI Symbol;Acc:MGI:2144727],protein_coding,12
ENSMUSG00000048076,Arf1,11840,13096.42092,0.501703839,0.06992664,7.174716798,7.25E-13,1.34E-11,ADP-ribosylation factor 1 [Source:MGI Symbol;Acc:MGI:99431],protein_coding,11
ENSMUSG00000027601,Mtfr1,67472,2029.094707,0.501263195,0.111420532,4.498840422,6.83E-06,4.54E-05,mitochondrial fission regulator 1 [Source:MGI Symbol;Acc:MGI:1914722],protein_coding,3
ENSMUSG00000035245,Eogt,101351,1278.358773,0.501030003,0.136674311,3.665868151,0.000246501,0.00117194,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase [Source:MGI Symbol;Acc:MGI:2141669],protein_coding,6
ENSMUSG00000026159,Agfg1,15463,3263.379169,0.500671398,0.097464233,5.136975729,2.79E-07,2.38E-06,ArfGAP with FG repeats 1 [Source:MGI Symbol;Acc:MGI:1333754],protein_coding,1
ENSMUSG00000042821,Snai1,20613,1248.660134,0.500353281,0.1194694,4.188129188,2.81E-05,0.000164019,snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330],protein_coding,2
ENSMUSG00000023944,Hsp90ab1,15516,54381.69804,0.499999754,0.107009455,4.672482024,2.98E-06,2.13E-05,"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",protein_coding,17
ENSMUSG00000078812,Eif5a,276770,13041.09029,0.49962678,0.109834232,4.548916775,5.39E-06,3.67E-05,eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248],protein_coding,11
ENSMUSG00000029725,Ppp1r35,69871,238.149479,0.498554265,0.210661085,2.366617763,0.017951462,0.048353309,"protein phosphatase 1, regulatory subunit 35 [Source:MGI Symbol;Acc:MGI:1922853]",protein_coding,5
ENSMUSG00000066232,Ipo7,233726,6409.768225,0.498207895,0.100767361,4.944139536,7.65E-07,6.08E-06,importin 7 [Source:MGI Symbol;Acc:MGI:2152414],protein_coding,7
ENSMUSG00000045969,Ing1,26356,1348.601515,0.498169948,0.110156119,4.522399256,6.11E-06,4.11E-05,"inhibitor of growth family, member 1 [Source:MGI Symbol;Acc:MGI:1349481]",protein_coding,8
ENSMUSG00000030890,Ilk,16202,4574.214039,0.497709417,0.089536949,5.5587042,2.72E-08,2.73E-07,integrin linked kinase [Source:MGI Symbol;Acc:MGI:1195267],protein_coding,7
ENSMUSG00000034460,Six4,20474,741.9279149,0.497656357,0.160031657,3.109736951,0.00187254,0.007035295,sine oculis-related homeobox 4 [Source:MGI Symbol;Acc:MGI:106034],protein_coding,12
ENSMUSG00000041058,Wwp1,107568,1794.383087,0.497569906,0.110875716,4.487636474,7.20E-06,4.75E-05,WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1861728],protein_coding,4
ENSMUSG00000031536,Polb,18970,743.215046,0.496915538,0.138760977,3.581089926,0.000342164,0.00157576,"polymerase (DNA directed), beta [Source:MGI Symbol;Acc:MGI:97740]",protein_coding,8
ENSMUSG00000037960,Card19,68480,674.1777367,0.496825615,0.14310603,3.471730825,0.000517115,0.002272664,"caspase recruitment domain family, member 19 [Source:MGI Symbol;Acc:MGI:1915730]",protein_coding,13
ENSMUSG00000027994,Mcub,66815,559.6545742,0.496818786,0.200815859,2.474001744,0.013360904,0.037804731,mitochondrial calcium uniporter dominant negative beta subunit [Source:MGI Symbol;Acc:MGI:1914065],protein_coding,3
ENSMUSG00000021252,Erg28,58520,984.6186116,0.496645315,0.153453556,3.236453603,0.001210249,0.004794554,ergosterol biosynthesis 28 [Source:MGI Symbol;Acc:MGI:1915571],protein_coding,12
ENSMUSG00000048100,Taf13,99730,471.028529,0.496220129,0.160441008,3.092850974,0.001982437,0.007395777,TATA-box binding protein associated factor 13 [Source:MGI Symbol;Acc:MGI:1913500],protein_coding,3
ENSMUSG00000026698,Pigc,67292,551.774838,0.496216349,0.15409289,3.220241692,0.001280826,0.005039283,"phosphatidylinositol glycan anchor biosynthesis, class C [Source:MGI Symbol;Acc:MGI:1914542]",protein_coding,1
ENSMUSG00000038187,Btbd10,68815,749.4681831,0.496108368,0.150438585,3.297746836,0.00097464,0.003957981,BTB (POZ) domain containing 10 [Source:MGI Symbol;Acc:MGI:1916065],protein_coding,7
ENSMUSG00000027379,Bub1,12235,1954.327101,0.495827039,0.108465478,4.571288939,4.85E-06,3.33E-05,"BUB1, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1100510]",protein_coding,2
ENSMUSG00000038615,Nfe2l1,18023,9563.990438,0.495596056,0.084455264,5.86814877,4.41E-09,5.04E-08,"nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]",protein_coding,11
ENSMUSG00000030407,Qpctl,67369,402.965583,0.495316565,0.185716602,2.667055928,0.007651894,0.023692093,glutaminyl-peptide cyclotransferase-like [Source:MGI Symbol;Acc:MGI:1914619],protein_coding,7
ENSMUSG00000021987,Mtmr6,219135,1856.986612,0.494814162,0.101232638,4.887891631,1.02E-06,7.89E-06,myotubularin related protein 6 [Source:MGI Symbol;Acc:MGI:2145637],protein_coding,14
ENSMUSG00000033389,Arhgap44,216831,434.38185,0.494523609,0.1660126,2.978831786,0.002893496,0.010265869,Rho GTPase activating protein 44 [Source:MGI Symbol;Acc:MGI:2144423],protein_coding,11
ENSMUSG00000023411,Nfatc4,73181,1881.473677,0.494366321,0.134007034,3.689107263,0.000225042,0.001081166,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]",protein_coding,14
ENSMUSG00000025240,Sacm1l,83493,2305.464126,0.49431703,0.102290855,4.832465529,1.35E-06,1.02E-05,SAC1 suppressor of actin mutations 1-like (yeast) [Source:MGI Symbol;Acc:MGI:1933169],protein_coding,9
ENSMUSG00000042460,C1galt1,94192,3678.142692,0.494286982,0.13761908,3.591703871,0.000328523,0.00151886,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:MGI Symbol;Acc:MGI:2151071]",protein_coding,6
ENSMUSG00000031529,Tnks,21951,6363.942686,0.494208231,0.080724935,6.122126074,9.23E-10,1.16E-08,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:MGI Symbol;Acc:MGI:1341087]",protein_coding,8
ENSMUSG00000063659,Zbtb18,30928,1005.049868,0.493713697,0.146030869,3.380885852,0.000722526,0.003046144,zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609],protein_coding,1
ENSMUSG00000002297,Dbf4,27214,2506.631394,0.493470455,0.11334383,4.353747844,1.34E-05,8.37E-05,DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328],protein_coding,5
ENSMUSG00000031684,Slc10a7,76775,856.2595303,0.493383144,0.122335544,4.033031855,5.51E-05,0.000302714,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]",protein_coding,8
ENSMUSG00000039770,Ypel5,383295,1337.877215,0.493337536,0.117600868,4.195016105,2.73E-05,0.000159676,yippee like 5 [Source:MGI Symbol;Acc:MGI:1916937],protein_coding,17
ENSMUSG00000046668,Cxxc5,67393,1654.595979,0.493317535,0.103442729,4.768991899,1.85E-06,1.38E-05,CXXC finger 5 [Source:MGI Symbol;Acc:MGI:1914643],protein_coding,18
ENSMUSG00000052419,2610001J05Rik,66520,924.2659954,0.492800141,0.133602402,3.688557479,0.000225529,0.001083112,RIKEN cDNA 2610001J05 gene [Source:MGI Symbol;Acc:MGI:1913770],protein_coding,6
ENSMUSG00000095677,Dynlt1f,100040531,1475.14819,0.492639541,0.113579295,4.337406239,1.44E-05,8.98E-05,dynein light chain Tctex-type 1F [Source:MGI Symbol;Acc:MGI:3780996],protein_coding,17
ENSMUSG00000057421,Las1l,76130,2056.179183,0.492627,0.105751581,4.658341691,3.19E-06,2.27E-05,LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380],protein_coding,X
ENSMUSG00000022757,Tfg,21787,2344.384932,0.492588871,0.102127882,4.823255534,1.41E-06,1.07E-05,Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041],protein_coding,16
ENSMUSG00000030259,Rassf8,71323,3022.046847,0.49246379,0.114232039,4.311082907,1.62E-05,0.000100064,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:MGI Symbol;Acc:MGI:1918573],protein_coding,6
ENSMUSG00000053012,Krcc1,57896,1152.600695,0.492209707,0.122911844,4.004575089,6.21E-05,0.000338201,lysine-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1889377],protein_coding,6
ENSMUSG00000021807,Rtraf,68045,1838.265387,0.492153153,0.099216145,4.96041398,7.03E-07,5.63E-06,"RNA transcription, translation and transport factor [Source:MGI Symbol;Acc:MGI:1915295]",protein_coding,14
ENSMUSG00000028382,Ptbp3,230257,6866.13636,0.491771793,0.099440186,4.94540298,7.60E-07,6.05E-06,polypyrimidine tract binding protein 3 [Source:MGI Symbol;Acc:MGI:1923334],protein_coding,4
ENSMUSG00000024844,Banf1,23825,2998.576785,0.491067975,0.114462855,4.29019507,1.79E-05,0.000108943,BAF nuclear assembly factor 1 [Source:MGI Symbol;Acc:MGI:1346330],protein_coding,19
ENSMUSG00000053128,Rnf26,213211,1776.551939,0.491017162,0.115658372,4.24540958,2.18E-05,0.000130867,ring finger protein 26 [Source:MGI Symbol;Acc:MGI:2388131],protein_coding,9
ENSMUSG00000053460,Ggcx,56316,1449.444695,0.490424195,0.116895418,4.195409926,2.72E-05,0.000159503,gamma-glutamyl carboxylase [Source:MGI Symbol;Acc:MGI:1927655],protein_coding,6
ENSMUSG00000036959,Bcorl1,320376,1230.372896,0.490150597,0.182744582,2.68216212,0.0073148,0.022792119,BCL6 co-repressor-like 1 [Source:MGI Symbol;Acc:MGI:2443910],protein_coding,X
ENSMUSG00000024457,Trim26,22670,2189.169201,0.489336274,0.127114888,3.849559116,0.000118331,0.000606056,tripartite motif-containing 26 [Source:MGI Symbol;Acc:MGI:1337056],protein_coding,17
